Site,Code,Ucode,Type,StateCode,Tstart,Tstop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEname,Ename,Uname
JI,,JI,LS,UM67,1958,1975,JI    -,Johnston Island,-,-169.5238,16.7374,0.0001,USAF,-,-,-
JIAN,,JIAN,LS,CN,1970,1972?,Jianshui,Jianshui (Ching-yu),-,102.82,23.62,0.01,CN,-,-,-
JIANGG,,JIANGG,LS,CN,1990?,-,Jianggezhuang,Jianggezhuang Submarine Base,Jianggezhuang,120.5789,36.1041,0.0001,PLANS,-,-,-
JINZH,,JINZH,LS,CN,1990?,-,Jimzhou,Jinzhou missile base,-,121.17,41.19,0.02,PLA,-,-,-
JLRPG,,CC,LS,US,01-Oct-49,16-May-50,JLRPG,Joint Long Range Proving Ground,"Cape Canaveral, Florida",-80.54,28.46,0.05,USAF,-,-,-
JP,,JP,LS,TW,1999,*,JP    -,"Jiu Peng air base 7, Pingtung, Formosa",-,120.92,22.13,0.1,NSPO,-,-,-
JQ,,JQ,LS,CN,1968,*,JQ    -,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",-,100.31,41.31,0.04,CN,-,-,-
JUA,,JUA,LS,US,1959,1959,JUA   -,"Sierra de Juarez, Baja California",-,-115.83,32.25,0.02,USA,-,-,-
KAES,,KAES,LS,KP,2014,*,Kaesong,"Kaesong, North Hwanghae Prov.",-,126.5878,37.9382,0.001,KP,-,-,-
KAECH,,KAECH,LS,KP,2019,-,Kaechon,"Kaechon, Pyongan Namdo",-,125.9,39.7,0.1,CMIK,-,-,-
KANSK,,KANSK,LS,RU,1988,1989,KANSK,"Kansk, Krasnoyarsk region",-,95.7,56.2,0.1,RVSN,-,-,-
KARK,,KARK,LS,NZ,25-May-65,30-May-65,KARK  -,"Cape Karikari, North Island, New Zealand",-,173.4053,-34.825,0.0001,NASA,-,-,-
KART,,KART,LS,SU,1981,1988,Kartaly-6,Kartaly missile base,"Kartaly-6, Chelyabinsk",60.6,52.9,0.5,RVSN,-,-,-
KARY,,KARY,LS,GR,15-May-66,20-May-66,KARY  -,"Nissaki-Karystos, Evvoia, Hellas",-,24.42,38.01,0.02,ESRO,-,-,-
KASC,,KASC,LS,J,1960,Oct-03,KASC  -,"Kagoshima Space Center, Kagoshima, Kyushu, Nippon",-,131.079,31.25,0.001,ISAS,-,-,-
KATTAK,,KATTAK,LS,SU,1963,1971,Kattakurgan,"Kattakurgan missile base, Samarkand region",-,66.3,39.9,0.2,RVSN,-,-,-
KAU,,KAU,LS,US,Jun-62,*,KAU   -,"Kauai Test Facility (KTF), Barking Sands, Kauai",-,-159.777,22.058,0.004,USN,-,-,-
KER,,KER,LS,TF,Mar-68,1975,KER   -,"Kerguelen Range, Port-Aux-Francais, Kerguelen Island",-,70.23,-49.37,0.02,CNES,-,-,-
KERM,,KERM,LS,IR,1985,1985,KERM  -,"Bakhtaran/Kermanshah Air Base, Iran",-,47.2358,34.3575,0.001,IR,-,-,-
KEW,,KEW,LS,US,06-Aug-64,31-Jan-71,KEW   -,"Keweenaw Rocket Launch Site (KRLS), Michigan",-,-87.72,47.43,0.02,UMI,-,-,-
KITT,,KITT,LS,KP,20-Jun,-,KITT  -,"Kittaeryong (Gitdaeryung), Anbyun, Gangwon Province (Kangwon-do)",-,127.6236,38.9908,0.001,CMIK,-,-,-
KLA,,KLA,LS,KI,1998,*,KLA   -,"Sea Launch Kiritimati Launch Area, Pacific Ocean",-,-154,0,0.05,BOSL,-,-,-
KLC,,KLC,LS,US,1998,Aug-16,KLC   -,"Kodiak Launch Complex, Kodiak Island, Alaska",-,-152.3378,57.4359,0.0002,AADC,-,-,-
KMR,,KMR,LS,TTPI,1962,*,KMR   -,"US Army Kwajalein Atoll (USAKA), Marshall Islands",-,167.72,8.9917,0.02,SMDC,-,-,-
KOR,,KOR,LS,GR,15-May-66,21-May-66,KOR   -,"Koroni, Peloponnisos, Hellas (beach launch area)",-,21.95,36.77,0.02,ESRO/NASA,-,-,-
KOSTR,,KOSTR,LS,SU,1960s,1980s,KOSTR,"Kostroma missile base, Russia",-,41.38,57.67,0.01,RVSN,-,-,-
KRAS,,KRAS,LS,SU,1960s,1990s,KRAS,"Krasnoyarsk missile site, Russia",-,92.29,56.23,0.02,RVSN,-,-,-
KRON,,KRON,LS,S,1961,1964,KRON  -,"Kronogard (Jokkmokk/Vidsel), Norrbottens Lan, Sverige",-,19.78,66.22,0.02,SSC,-,-,-
KSC,,KSC,LS,US,Dec-66,*,KSC   -,"NASA John F. Kennedy Space Center, Florida",-,-80.6041,28.6083,0.0001,NASA,-,-,CC
KUSONG,,KUSONG,LS,KP,2016,*,Kusong,"Musudan launch site, Banghyon Airport, Kusong City, N Pyongan Prov.",-,125.2,39.9,0.1,KP,-,-,CC
LAOG,,LAOG,LS,CN,19-Feb-60,1960?,LAOG  -,"Laogang, Shanghai Shi, Zhongguo",-,121.82,31.02,0.02,SIMED,-,-,-
LANC,,LANC,LS,AU,Jun-74,Jun-74,LANC  -,"Lancelin, Perth, W. Australia",-,115.19,-31.01,0.02,SAND,-,-,-
LAP,,LAP,LS,ID,11-Aug-65,*,LAP   -,"STASPRO, Pameungpeuk site, Cilauteurum, Lembe I, Garut, Jawa Barat",-,107.6917,-7.6689,0.001,LAPAN,-,-,-
LEBA,,LEBA,LS,PL,03-Oct-69,15-Jun-73,LEBA  -,"Leba (Ustka), Slupsk, Pomerania, Polska",-,17.55,54.78,0.02,PL,-,-,-
LIT,,LIT,LS,LUNA,14-Dec-72,14-Dec-72,LIT   LM12-DS,"LM 12 Descent Stage, Taurus-Littrow Base, Littrow Valley, Macrobius B1",Luna,30.75,20.16,0.01,NASA,-,-,LUNA
LROCK,,LROCK,LS,US,1960,1990,Little Rock,"Little Rock Air Force Base, Arkansas",-,-92.15,34.9,0.02,SAC,-,-,-
LRPG,,CC,LS,US,16-May-50,30-Jun-51,LRPG,Long Range Proving Ground,"Cape Canaveral, Florida",-80.54,28.46,0.05,USAF,-,-,-
MAHIA,,MAHIA,LS,NZ,May-17,-,RLLC1,"Rocket Lab Launch Complex 1, Onenui Station, Mahia Peninsula","Mahia Peninsula, N Island",177.8655,-39.2609,0.0001,RLABN,-,-,-
MAKAT,,MAKAT,LS,KZ,1957,1960s,MAKAT -,"Makat tactical missile base, Atyrau, Kazakstan",-,53.32,47.65,0.02,RVSN,-,-,-
MAKHCH,,MAKHCH,LS,SU,1960,1970,Makhch,"Makhachkala missile base, Makhachkala, Dagestan",-,47.5,42.7,0.2,RVSN,-,-,-
MARS,,MARS,LS,US,20-Jun,*,MARS,"Mid-Atlantic Regional Spaceport, Wallops Island, Virginia",-,-75.48,37.83,0.02,NASA,-,-,-
MASHH,,MASHH,LS,IR,2000,-,Mashhad,"14th Tactical Air Base, Mashhad","Mashhad, Iran",59.6403,36.2342,0.0005,IR,-,- -,
MATI,,MATI,LS,US,05-Aug-81,09-Sep-82,MATI  -,"Matagorda Island, Texas",-,-96.5,28.25,0.02,SSI,-,-,-
MATZ,,MATZ,LS,ARV,1965,1965,MATZ  -,"Base Aerea Teniente Benjamin Matienzo, Nunatak Larsen, Antarctica",Antartida Argentina,-60.07,-64.96,0.05,AR,-,-,-
MCM,,MCM,LS,NZRD,1962?,1963?,MCM   -,"McMurdo Station, Ross Ice Shelf, New Zealand Antarctic Territory",-,166.66,-77.85,0.02,USAF?,-,-,-
MEDR,,MEDR,LS,IL,2010?,-,Med Range,"Target drop point, Mediterranean Sea",-,34,18.5,1,IDF,-,-,-
MER,,MER,LS,AR,1973,1973,MER   -,"Villa Reynolds Air Base, Mercedes, San Luis province, Argentina",-,-65.38,-33.73,0.02,AR,-,-,-
MHV,,MHV,LS,US,20-Apr,*,MHV,"Mojave Spaceport, California",-,-118.1357,35.0487,0.001,SCAL,-,-,-
MINAKH,,MINAKH,LS,SY,Jul-92,*,MINAK -,"Syrian missile base, Minakh, N of Halab/Alleppo, Syria (Base at Al Safir)",-,37.0391,36.519,0.001,SYMC,-,-,-
MLD,,MLD,LS,AAT,1970?,1984,MLD   -,"Molodezhnaya, Enderby Land, Australian Antarctic Territory",-,45.85,-67.66,0.02,SU,-,-,-
MRL,,MRL,LS,N,30-Nov-83,15-Jan-84,MRL   -,"Marka Range, Lista, Norway",-,7.3,58.2,0.1,N,-,-,-
MRNV,,MRNV,LS,US,1957,1957,MRNV  -,"Mercury, Nevada",-,-115.98,36.67,0.04,USN/AEC,-,-,-
MUPYONG,,MUPYONG,LS,KP,2017,-,Mupyong-ni,"Mupyong-ni, Chagang province",-,126.4257,40.6112,0.0001,KP,-,,
NAMFI,,NAMFI,LS,GR,1994,-,NAMFI,NATO Missile Firing Installation (NAMFI),"Chania, Crete",24.2,35.6,0.15,NATO,-,- -,
NAMPO,,NAMPO,LS,KP,2015,-,Nampo,"Scud launch site near Nampo, South Pyongan Prov. (Pyong'annam-do)",-,125.5,38.75,0.3,CMIK,-,-,-
NAOTS,,NAOTS,LS,US,1955,1955,NAOTS -,"Naval Air Ordnance Test Station, Chincoteague, Virginia",-,-75.36,37.92,0.03,USN,-,-,-
NARO,,NARO,LS,KR,20-Jul,*,NARO  -,"Naro Space Center (Naro Uju Senteo),Oenaro I,GoHeung, Jeollanam-do,Korea",-,127.54,34.43,0.02,KARI,-,-,-
NEGEV,,NEGEV,LS,IL,1980?,1995?,NEGEV -,"Negev Desert test site, Hadarom Hanegev, Israel",-,35,31,1,IL,-,-,-
NEN,,NEN,LS,SU,1960s,*,NEN   -,"GTsMP?, Nenoksa Test Range, Rossiya",-,39.2,64.63,0.1,VMF,-,-,-
NIIJ,,NIIJ,LS,J,1963,1966,NIIJ  -,"Niijima, Nippon",-,139.27,34.33,0.02,STA,-,-,-
NOSSET,,NOSSET,LS,RU,20-Aug,20-Aug,N Ossetia,North Ossetia? Possible Iskander launch point,-,44,43,1,RVSN,-,-,-
NOTS,,NOTS,LS,US,1958,1958,NOTS  -,"Naval Ordnance Test Station, China Lake, California",-,-117.17,35.58,0.02,USN,-,-,-
NOUA,,NOUA,LS,MR,30-Jun-73,30-Jun-73,NOUA  -,"Nouadhibou, Dakhlet Nouadhibou, Mauritanie",-,-17.0314,20.9208,0.0002,KPNO,-,-,-
NOVOSY,,NOVOSY,LS,SU,1969,1969,NOVOSY,Novosysoyevka missile base,-,133.36,44.24,0.2,RVSN,-,-,-
NTAG,,NTAG,LS,SU,1960s,1990s,NTAG,"Nizhniy Tagil missile base, Russia  (Verhknaya Salda)",-,60.364,58.096,0.01,RVSN,-,-,-
NTRURO,,NTRURO,LS,US,Nov-69,Feb-70,NTRURO,North Truro Air Force Station,-,-70.05,42.03,0.01,USAF,-,-,-
NTS,,NTS,LS,US,1958,*,NTS,Nevada Test Site,-,-116.11,36.75,0.04,DOE,-,-,-
NZEM,,NZEM,LS,SU,1961,1961?,NZ    -,Novaya Zemlya test site,-,54.6,70.7,0.1,RVSN,-,-,-
OBA,,OBA,LS,J,Jun-61,1961?,OBA   -,"Obuchi (Obachi?), Aomori, Honshu, Nippon",-,141.73,40.7,0.02,ISAS,-,-,-
OK,,OK,LS,SU,1956,1980?,OK    -,"Ostrov Kheysa, Zemlya Frantsa-Iosifa",-,58.05,80.45,0.02,SU,-,-,-
OMSK,,OMSK,LS,SU,1960s?,1990s?,OMSK,"Omsk missile base, Russia",-,73.635,55.16,0.01,SU,-,-,-
ORDZH,,ORDZH,LS,SU,1961,1969,ORDZH,"Ordzhonikidze missile base, Ordzhonikidze (Vladikavkaz), S Ossetia",-,44.65,43.02,0.2,SU,-,-,-
OTB,,OTB,LS,ZA,1980s,1990s?,OTB   -,"Overberg Toersbaan, Arniston, Waenhuiskrans, Western Cape, South Africa",-,20.32,-34.58,0.02,ZA,-,-,-
PA,,PA,LS,US,1958,1965,PA    -,"Naval Missile Facility, Point Arguello, California",-,-120.6,34.62,0.02,USN,-,-,-
PALB,,PALB,LS,IL,1988,*,PALB  -,"Israeli Air Force Test Range, Palmachim Beach, Israel",-,34.7,31.9,0.02,IL,-,-,-
PAVL,,PAVL,LS,SU,1971,1972,PAVL,"PMZ Pavlograd test site, Ukraine",-,38.5,48.9,0.2,SU,-,-,-
PBA,,PBA,LS,US,1965,1972,PBA   -,"Point Barrow, Alaska",-,-156.78,71.03,0.02,NASA,-,-,-
PDI,,PDI,LS,AR,-,-,PDI   -,"Puente del Inca, Mendoza, Argentina",-,-69.91,-32.82,0.05,AR,,,-
PF,,PF,LS,US,1969,*,PF    -,"Poker Flat Research Range, Ft Wainwright, Alaska",-,-147.467,65.117,0.005,USAF,-,-,-
PISQ,,SDQ,LS,I,2000?,-,PISQ,Poligono Sperimentale e di Addestramento Interforze del Salto di Quirra,-,9.43,39.6,0.02,I,-,-,-
PLATT,,PLATT,LS,US,-,-,PLATT -,"Plattsburgh AFB, NY",-,-73.46,44.66,0.01,USAF,,,-
PM,,PM,LS,US,1957,*,PM    -,"Naval Missile and Astronautics Center, Point Mugu, California",-,-119.12,34.12,0.02,USN,-,-,-
PMFA,,PMFA,LS,US,Mar-60,-,PMFA  -,"POMFLANT, Polaris Missile Facility, Atlantic","Charleston, S Carolina",-79.95,32.85,0.01,USN,-,-,-
PMFP,,PMFP,LS,US,1966,-,PMFP  -,"POMFPAC,  Polaris Missile Facility, Pacific","Bangor, Washington",-122.72,42.72,0.01,USN,-,-,-
PRCT,,PRCT,LS,CN,1995,1996,PRCT  -,"Leping missile base, Jianxi, China",-,117.12,28.97,0.02,CN,-,-,-
PRIM,,PRIM,LS,CA,1970,1980,PRIM  -,"Primrose Lake, Alberta",-,-110.05,54.75,0.02,NRCC,-,-,-
PSCA,,KLC,LS,US,Aug-16,*,PSCA,"Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",-,-152.3378,57.4359,0.0002,AADC,-,-,-
PUKCH,,PUKCH,LS,KP,2017,-,Pukchang,"Pukchang airfield, Sunchon, Pyongan-namdo",-,125.9643,39.0544,0.01,KP,-,-,-
PYONGS,,PYONGS,LS,KP,2017,-,Pyongsong,Pyongsong region,,125.9,39.25,0.1,KP,-,-,-
QOM,,QOM,LS,IR,Mar-91,?,QOM   -,"Qom test site, Markazi, Iran",-,50.9,34.65,0.2,IR,-,-,-
RAMEY,,RAMEY,LS,PR,Aug-58,Sep-58,RAMEY -,"Ramey AFB, Aguadilla, Puerto Rico",-,-67.13,18.45,0.05,USAF,-,-,-
RARO,,RARO,LS,CK,1965,1965,RARO  -,"Rutaki, Rarotonga, Cook Islands, Pacific Ocean",-,-159.8,-21.26,0.05,SAND,-,-,-
REG,,REG,LS,DZ,1961,1965,REG   -,"Reggane, Algerie",-,0.28,26.72,0.01,F,-,-,-
RES,,RES,LS,CA,1966,1971,RES   -,"Resolute Bay, Magnetic N Pole Station, Cornwallis I., Nunavut, Canada",-,-94.9,74.68,0.02,NRCC,-,-,-
RI,,RI,LS,US,1999,1999,RI    -,"Ninigret State Park (Charlestown NAS), Charlestown, Rhode Island",-,-71.67,41.36,0.02,SPFL,-,-,-
RLAKE,,RLAKE,LS,CA,26-Feb-79,27-Feb-79,RLAKE CHK,"Red Lake, Chukuni Range, Ontario, Canada",-,-93.47,50.88,0.2,NRCC,-,-,-
ROBI,,ROBI,LS,US,-,-,ROB   -,"Robins AFB, Georgia",-,-83.592,32.64,0.01,USAF,,,-
ROTH,,ROTH,LS,BAT,1998,1998,ROTH  -,"Rothera, British Antarctic Territory",-,-68.117,-67.567,0.01,BAS,-,-,-
RYO,,RYO,LS,J,Apr-70,*,RYO   -,"Ryori, Sanrikucho, Japan",-,141.83,39.03,0.02,JMA,-,-,-
RYONPO,,RYONPO,LS,KP,2019,-,Ryonpo,"Ryonpo, Hamju County",-,127.533,39.79,0.005,CMIK,-,-,-
SADAH,,SADAH,LS,YE,2015,2015,Sa'dah,"Sa'dah (Saa'da), Yemen and Dammaj Valley area",-,43.85,16.668,0.2,ANSAL,-,-,-
SAIN,,SAIN,LS,MN,1989,1989,SAIN  -,Sainshand meteorological rocket station,"Sainshand, Dornogovi, Mongolia",110.14,44.89,0.1,GMS,-,-,-
SALKH,,SALKH,LS,SU,1961,1962,Salekhard,"Salekhard R-12 missile base, Polyarniy","Salekhard, Yamalo-Nenets",66.59,66.59,0.02,RVSN,-,-,-
SANAA,,SANAA,LS,YE,2016,*,Sanaa,"Sana'a, Yemen",-,44.215,15.3014,0.2,ANSAL,-,-,-
SCL,,SCL,LS,US,1957,1960s,SCL   -,"San Clemente Island, Pacific Missile Range, California",-,-118.5,32.92,0.02,USN,-,-,-
SDQ,,SDQ,LS,I,1959,2000?,SDQ   -,"Salto di Quirra (San Lorenzo), Perdas de Fogu, Sardegna",-,9.43,39.6,0.02,I,-,-,-
SDSC,,SHAR,LS,IN,20-Feb,*,SHAR  -,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",-,80.303,13.621,0.02,ISRO,-,-,-
SEBA,,SEBA,LS,LY,01-Mar-81,01-Mar-81,SEBA  -,"Seba Oasis, Sabha?, Camp Tawiwa, Jarmash, Libya",-,14.4585,26.9879,0.05,OTRAG,-,-,-
SEM,,SEM,LS,IR,2000,-,SEM   -,"Semnan missile launch site, Iran",-,53.921,35.2347,0.0002,IR,-,-,-
SEMX,,SEMX,LS,IR,1980s,*,SHAHX -,"Unknown mobile launch sites in Semnan province, poss. near Shahrud",-,55.33,36.23,0.2,IR,-,-,-
SEND,,SEND,LS,CA,15-Feb-80,23-Feb-80,SEND  -,"Southend, Saskatchewan, Canada",-,-103.36,56.26,0.03,NRCC,-,-,-
SENDAI,,SENDAI,LS,J,-,-,SENDA -,"Sendai, Japan",-,140.9,38.27,0.01,J,-,-,-
SERRE,,SERRE,LS,AR,20-Sep,20-Sep,Serrezuela,"Poligono de Salinas Grandes, Serrezuela, Cordoba",-,-65.5,-30.65,0.1,CITED,-,-,-
SFO,,SFO,LS,US,20-Nov,20-Nov,SFO,San Francisco International Airport (SFO),-,-122.37,37.62,0.01,SCAL,-,-,-
SGAV,,SGAV,LS,RU,1963,1965,SGAV  -,"Sovetskaya Gavan, Rossiya",-,140.3,48.97,0.01,SU,-,-,-
SHER,,SHER,LS,PCZ,20-Jan-69,13-Nov-70,SHER  -,"Fort Sherman, Panama Canal Zone",-,-79.98,9.33,0.02,NASA?,-,-,-
SHABA,,SHABA,LS,ZR,1977,1978,SHABA -,"Shaba North, Kapani Tonneo, Shaba, Zaire",-,28.5328,-7.9236,0.001,OTRAG,-,-,-
SHAHR,,SHAHR,LS,IR,1980s,*,SHAHR -,"Damghan (Shahroud), Iran (Dasht-E-Kabir?)",-,55.33,36.23,0.01,IR,-,-,-
SHAR,,SHAR,LS,IN,09-Oct-71,20-Feb,SHAR  -,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",-,80.303,13.621,0.02,ISRO,-,-,-
SHEM,,SHEM,LS,US,1988,1988,SHEM  -,"Eareckson Air Station, Shemya Island, Alaska",-,174.08,52.72,0.01,USAF,-,-,-
SHIJ,,SHIJ,LS,CN,Sep-60,1960?,SHIJ  -,"Shijiedu, Anhui, Zhongguo",-,119.22,30.95,0.02,CN,-,-,-
SHWH,,SHWH,LS,KP,2016,-,S Hwanghae Prov,Kwail? Launch site in S Hwanghae Province,-,125.0192,W    38.425,6 0.100,0CMIK,-,-,-
SIMSH,,SIMSH,LS,RU,-,-,Simushir,Simushir Island submarine launch area,-,152,47,1,VMF,-,-,-
SINPO,,SINPO,LS,KP,2014,-,Shinpo,"Shinpo Shipyard, S Hamgyong Prov (Hamgyong-namdo), North Korea",-,128.158,40.019,0.001,KP,-,-,-
SIP,,SIP,LS,AQ,12-Dec-80,11-Jan-81,SIP   -,"Siple Station, Ellsworth Land, Antarctica",-,-84.2481,-75.94,0.0005,NASA,-,-,-
SMLC,,SMLC,LS,KE,1964,*,SMLC  -,"San Marco Launch Complex, Formosa Bay, Kenya",-,40.2134,-2.9408,0.0002,I,-,-,-
SNI,,SNI,LS,US,1960,1973,SNI   -,"San Nicolas Island, Pacific Missile Range, California",-,-119.5,33.25,0.02,USN,-,-,-
SOHAE,,SOHAE,LS,KP,20-Aug,*,TONG  -,"Sohae Launch Site, Tongch'ang-dong, Pyongang-bukdo (N Pyongan Prov), N Korea",-,124.706,39.66,0.1,CMIK,-,-,-
SOM,,SOM,LS,PK,1962,*,SOM   -,"Sonmiani Range, Sonmiani Beach, Baluchistan, Pakistan",-,66.75,25.2,0.02,SUPA,-,-,-
SONDOK,,SONDOK,LS,KP,2019,-,Sondok,"Sondok, S Hamyong Prov",-,127.4732,39.7437,0.0001,KP,-,-,-
SOZEK,,SOZEK,LS,SU,1968,1969,SOZEK,"Sary Ozek missile base, Kazakhstan",-,67.65,43.3,0.2,RVSN,-,-,-
SPAM,,SWRS,LS,US,2006?,*,SPAM  -,"Spaceport America, New Mexico","Upham, New Mexico",-106.97,32.99,0.01,NMSPA,-,-,-
SPFL,,CCA,LS,US,01-Jan-98,*,SPFL  -,"Spaceport Florida, Cape Canaveral",-,-80.5272,28.4583,0.0002,SPFL,-,-,-
SPXMCG,,SPXMCG,LS,US,20-Dec,-,SpaceX McGregor,SpaceX McGregor Test Site,"McGregor, Texas",-97.46,31.4,0.01,SPX,-,-,-
SRMSC,,SRMSC,LS,US,1971,1975,SRMSC,Stanley R. Mickelson Safeguard Complex (SRMSC),"Nekoma, North Dakota",-98.3562,48.5931,0.0001,SMDC,-,-,-
SSG,,SSG,LS,GL,1971,1992,SSG   -,"Sonde Stromfjord, Kangerlussuaq, Kalaallit Nunaat (Gronland)",-,-50.597,67.023,0.002,USAF,-,-,-
SUKCH,,SUKCH,LS,KP,2014,-,SUKCHON,"Sukchon County launch site, South Pyongan Prov. (Pyong'annam-do), CMIK",-,125.6,39.4,0.1,CMIK,-,-,-
SUNAN,,SUNAN,LS,KP,2017,-,SUNAN,"Sunan Airport, Pyonyang",-,125.6752,39.2674,0.0005,CMIK,-,-,-
SUIST,,SUIST,LS,UK,1962,*,SUIST -,"Royal Artillery Guided Weapons Range, South Uist, Hebrides",-,-7.33,57.33,0.02,MOD,-,-,-
SUIP,,SUIP,LS,F,02-Aug-50,06-Oct-51,SUIP  -,"Camp de Suippes, Marne, France",-,4.53,49.15,0.03,ARMF,-,-,-
SV3,,SV3,LS,LUNA,20-Nov-69,20-Nov-69,SV3   LM6-DS,"LM6 Descent Stage, Surveyor 3 Site, Mare Insularum, Montes Riphaeus A2",Luna,23.38,-3.2,0.01,NASA,-,-,LUNA
SVAL,,SVAL,LS,N,Nov-97,*,SVAL  -,"SvalRak, Ny Alesund, Svalbard, Spitsbergen",-,11.8504,78.9315,0.0001,N,-,-,-
SVER,,SVER,LS,SU,1960,-,SVER  -,Sverdlovsk air defence base,-,39.65,48.9,0.01,SU,-,-,-
SVOB,,SVOB,LS,RU,1990,*,GIK-2 -,"Svobodniy, Amurskaya Oblast', Rossiya",-,128,51.7,0.5,RVSN,Svobodniy,-,-
SWRS,,SWRS,LS,US,20-Jun,2006?,SWRS  -,SouthWest Regional Spaceport (Spaceport America) New Mexico,-,-106.97,32.99,0.01,NMSPA,-,-,-
SYRIA,,SYRIA,LS,SY,Jul-92,*,SYRIA -,"Syrian missile base, unknown, N of Halab/Alleppo?, Syria",-,38,35,3,SYMC,-,-,-
SYW,,SYW,LS,DML,Feb-70,*,SYW   -,"Syowa (Showa) Base, East Ongul I., Queen Maud Land, Antarctica",-,39.58,-69,0.03,J,-,-,-
TABRIZ,,TABRIZ,LS,IR,20-Apr,*,Tabriz,Tabriz Missile Base S,-,46.176,37.978,0.002,IR,-,-,-
TAIKI,,TAIKI,LS,J,Jul-17,*,Taiki IST,"Interstellar Technologies Test Site, Taiki, Hokkaido",-,143.4572,42.5059,0.0001,IST,-,-,-
TART,,TART,LS,AR,18-Nov-66,18-Nov-66,TART  -,"Tartagal, Salta, Argentina",-,-63.82,-22.77,0.02,CONAE,-,-,-
TATS,,TATS,LS,SU,1980s,1980s,TATS  -,"Tatishchevo ICBM base, Russia",-,45.57,51.67,0.02,RVSN,-,-,-
TERLS,,TERLS,LS,IN,1963,*,TERLS -,"Thumba Equatorial Rocket Launch Station, Trivandrum, Kerala, India",-,76.87,8.53,0.02,ISRO,-,-,-
TEYK,,TEYK,LS,SU,1960s,1990,TEYK,"Teykovo Missile Base, Russia",-,40.44,56.7,0.01,RVSN,-,-,-
THU,,THU,LS,GL,1970,1976?,THU   -,"Thule AFB, Halvo, Kalaallit Nunaat",-,-68.75,76.53,0.02,USAF?,-,-,-
THUTH,,THUTH,LS,YE,2015,2015,TussenHuhen,"Tussen Huthen, Yemen",-,44.1,16.42,0.2,ANSAL,-,-,-
TIKSI,,TIKSI,LS,RU,2015,*,TIKSI,Tiksi Hydrometeorological Observatory,-,71.586,128.925,0.003,GMS,-,-,-
TILLA,,TILLA,LS,PK,08-Apr-98,*,TILLA -,"Tilla Firing Range, Malute, Jhelum region, Punjab, Pakistan",-,73.3,33.4,0.5,PK,-,-,-
TNSC,,TNSC,LS,J,1975,*,TNSC  -,"Tanegashima Space Center, Tanegashima, Nippon",-,130.97,30.4,0.02,NASDA,-,-,-
TONGC,,TONGC,LS,KP,2019,-,Tongchon,"Tongchon, Gangwon Province (Kangwon-do)",-,127.88,38.93,0.05,CMIK,-,-,-
TONGH,,TONGH,LS,KP,Apr-84,*,TONGH -,"Tonghae SLG, Musudan-ri, Hwadae-gun, Hamgyong Pukdo, Choson",-,129.6666,40.85,0.002,KPA,-,-,-
TORT,,TORT,LS,PR,25-May-92,*,TORT  -,"Camp Tortuguero, Vega Baja, Arecibo, Puerto Rico",-,-66.4395,18.4829,0.02,NASA,-,-,-
TRAN,,TRAN,LS,LUNA,21-Jul-69,21-Jul-69,TRAN  LM5-DS,"LM 5 DS, Tranquility Base, Mare Tranquillitatis, Julius Caesar C4",Luna,23.43,0.69,0.01,NASA,-,-,LUNA
TRIP,,TRIP,LS,LY,-,-,TRIP  -,"Tripoli missile base, Tripoli, Libya",-,13,32.5,2,LY,,,-
TTR,,TTR,LS,US,1957,*,TTR   -,"Tonopah Test Range, Nevada",-,-116.75,37.75,0.03,SAND,-,-,-
TYUM,,TYUM,LS,SU,1960s,1980s,TYUM,"Tyumen' missile base, Russia",-,65.57,56.85,0.03,RVSN,-,-,-
TYSC,,TYSC,LS,CN,1988,*,TYSC  -,Taiyuan weixing fashe zhongxin,"Wuzhai, Shanxi, China",112.6,37.5,0.1,CN,-,Taiyuan Space Center,-
UNKV2,,UNKV2,LS,DR,-,-,UNKV2 -,"Unknown V2 WWII launch site, Europe",-,6,50,2.5,WEHR,V2 Sites,-,-
URDA,,URDA,LS,SU,1957,1957,Urda,"Tactical launch site, Urda, Kazakhstan",-,47.48,48.76,0.05,RVSN,-,-,-
URUM,,URUM,LS,CN,-,-,URLM,"Korla Missile Test Center, Launch site near Urumqi, China",-,87.6,43.8,2,CN,-,-,-
USC,,KASC,LS,J,Oct-03,*,USC   -,"Uchinoura Space Center, Kagoshima (formerly Kagoshima)",-,131.079,31.25,0.001,ISAS,-,-,-
USTKA,,USTKA,LS,PL,2015,-,Ustka,Centralny Poligon Sil Powietrzynch,Ustka/Lake Wicko,16.61,54.55,0.01,PAI,-,-,-
UZHUR,,UZHUR,LS,SU,1960s,1990s,UZHUR,"Uzhur missile site, Russia",-,90.253,55.2075,0.01,RVSN,-,-,-
V,,V,LS,US,1958,*,V     -,"Vandenberg AFB, California",-,-120.62,34.75,0.02,USAF,Vandenberg,-,V
V2BURG,,V2BURG,LS,DR,-,-,V2BUR -,"V-2 launch area, Burgsteinfurt",-,7.3,52.1,0.1,WEHR,-,-,UNKV2
